"Ensembl_gene_identifier","Symbol","type_of_gene"
"ENSG00000158201","ABHD3","protein-coding"
"ENSG00000280109","PLAC4","ncRNA"
"ENSG00000247077","PGAM5","protein-coding"
"ENSG00000198488","B3GNT6","protein-coding"
"ENSG00000237624","OXCT2P1","pseudo"
"ENSG00000146066","HIGD2A","protein-coding"
"ENSG00000167916","KRT24","protein-coding"
"ENSG00000205795","CYS1","protein-coding"
"ENSG00000126070","AGO3","protein-coding"
"ENSG00000134698","AGO4","protein-coding"
"ENSG00000198794","SCAMP5","protein-coding"
"ENSG00000215533","LINC00189","ncRNA"
"ENSG00000170786","SDR16C5","protein-coding"
"ENSG00000158122","PRXL2C","protein-coding"
"ENSG00000165244","ZNF367","protein-coding"
"ENSG00000274209","ANTXRL","protein-coding"
"ENSG00000229847","EMX2OS","ncRNA"
"ENSG00000203805","PLPP4","protein-coding"
"ENSG00000169519","METTL15","protein-coding"
"ENSG00000160588","MPZL3","protein-coding"
"ENSG00000148950","IMMP1L","protein-coding"
"ENSG00000180919","OR56B4","protein-coding"
"ENSG00000170423","KRT78","protein-coding"
"ENSG00000150977","RILPL2","protein-coding"
"ENSG00000197653","DNAH10","protein-coding"
"ENSG00000151743","AMN1","protein-coding"
"ENSG00000178498","DTX3","protein-coding"
"ENSG00000170439","METTL7B","protein-coding"
"ENSG00000133858","ZFC3H1","protein-coding"
"ENSG00000166268","MYRFL","protein-coding"
"ENSG00000151176","PLBD2","protein-coding"
"ENSG00000180219","FAM71C","protein-coding"
"ENSG00000255794","RMST","ncRNA"
"ENSG00000197651","CCER1","protein-coding"
"ENSG00000118894","EEF2KMT","protein-coding"
"ENSG00000139200","PIANP","protein-coding"
"ENSG00000151065","DCP1B","protein-coding"
"ENSG00000177119","ANO6","protein-coding"
"ENSG00000189079","ARID2","protein-coding"
"ENSG00000139780","METTL21C","protein-coding"
"ENSG00000165633","VSTM4","protein-coding"
"ENSG00000148832","PAOX","protein-coding"
"ENSG00000213185","FAM24B","protein-coding"
"ENSG00000258701","LINC00638","ncRNA"
"ENSG00000129467","ADCY4","protein-coding"
"ENSG00000166262","FAM227B","protein-coding"
"ENSG00000182397","DNM1P46","pseudo"
"ENSG00000225362","CT62","protein-coding"
"ENSG00000175318","GRAMD2A","protein-coding"
"ENSG00000259458","MGC15885","ncRNA"
"ENSG00000188501","LCTL","protein-coding"
"ENSG00000159459","UBR1","protein-coding"
"ENSG00000229474","PATL2","protein-coding"
"ENSG00000260630","SNAI3-AS1","ncRNA"
"ENSG00000179219","LINC00311","ncRNA"
"ENSG00000166816","LDHD","protein-coding"
"ENSG00000157353","FCSK","protein-coding"
"ENSG00000168404","MLKL","protein-coding"
"ENSG00000170100","ZNF778","protein-coding"
"ENSG00000176715","ACSF3","protein-coding"
"ENSG00000161996","WDR90","protein-coding"
"ENSG00000197774","EME2","protein-coding"
"ENSG00000228146","CASP16P","pseudo"
"ENSG00000167984","NLRC3","protein-coding"
"ENSG00000169189","NSMCE1","protein-coding"
"ENSG00000180035","ZNF48","protein-coding"
"ENSG00000171695","LKAAEAR1","protein-coding"
"ENSG00000158163","DZIP1L","protein-coding"
"ENSG00000168026","TTC21A","protein-coding"
"ENSG00000183019","MCEMP1","protein-coding"
"ENSG00000198551","ZNF627","protein-coding"
"ENSG00000179284","DAND5","protein-coding"
"ENSG00000196967","ZNF585A","protein-coding"
"ENSG00000167634","NLRP7","protein-coding"
"ENSG00000179168","GGN","protein-coding"
"ENSG00000105767","CADM4","protein-coding"
"ENSG00000161277","THAP8","protein-coding"
"ENSG00000161265","U2AF1L4","protein-coding"
"ENSG00000188171","ZNF626","protein-coding"
"ENSG00000167483","NIBAN3","protein-coding"
"ENSG00000224420","ADM5","protein-coding"
"ENSG00000187170","LCE4A","protein-coding"
"ENSG00000172339","ALG14","protein-coding"
"ENSG00000009780","FAM76A","protein-coding"
"ENSG00000224209","LINC00466","ncRNA"
"ENSG00000187889","FYB2","protein-coding"
"ENSG00000188807","TMEM201","protein-coding"
"ENSG00000143001","TMEM61","protein-coding"
"ENSG00000186160","CYP4Z1","protein-coding"
"ENSG00000162585","FAAP20","protein-coding"
"ENSG00000157211","CDCP2","protein-coding"
"ENSG00000117834","SLC5A9","protein-coding"
"ENSG00000154222","CC2D1B","protein-coding"
"ENSG00000263956","NBPF11","protein-coding"
"ENSG00000186364","NUDT17","protein-coding"
"ENSG00000084652","TXLNA","protein-coding"
"ENSG00000152760","TCTEX1D1","protein-coding"
"ENSG00000180287","PLD5","protein-coding"
"ENSG00000173728","C1orf100","protein-coding"
"ENSG00000155761","SPAG17","protein-coding"
"ENSG00000171790","SLFNL1","protein-coding"
"ENSG00000163463","KRTCAP2","protein-coding"
"ENSG00000160741","CRTC2","protein-coding"
"ENSG00000175147","TMEM51-AS1","ncRNA"
"ENSG00000181873","IBA57","protein-coding"
"ENSG00000124103","FAM209A","protein-coding"
"ENSG00000233746","LINC00656","ncRNA"
"ENSG00000269220","LINC00528","ncRNA"
"ENSG00000099999","RNF215","protein-coding"
"ENSG00000128383","APOBEC3A","protein-coding"
"ENSG00000128394","APOBEC3F","protein-coding"
"ENSG00000184492","FOXD4L1","protein-coding"
"ENSG00000163075","CFAP221","protein-coding"
"ENSG00000168658","VWA3B","protein-coding"
"ENSG00000175874","CREG2","protein-coding"
"ENSG00000163016","ALMS1P1","pseudo"
"ENSG00000187605","TET3","protein-coding"
"ENSG00000183607","GKN2","protein-coding"
"ENSG00000172073","TEX37","protein-coding"
"ENSG00000163126","ANKRD23","protein-coding"
"ENSG00000169621","APLF","protein-coding"
"ENSG00000115020","PIKFYVE","protein-coding"
"ENSG00000157992","KRTCAP3","protein-coding"
"ENSG00000235118","FAM237A","protein-coding"
"ENSG00000186889","TMEM17","protein-coding"
"ENSG00000198369","SPRED2","protein-coding"
"ENSG00000221944","TIGD1","protein-coding"
"ENSG00000233392","LOC200772","ncRNA"
"ENSG00000189366","ALG1L","protein-coding"
"ENSG00000163689","CFAP20DC","protein-coding"
"ENSG00000168301","KCTD6","protein-coding"
"ENSG00000163898","LIPH","protein-coding"
"ENSG00000169379","ARL13B","protein-coding"
"ENSG00000178700","DHFR2","protein-coding"
"ENSG00000186090","HTR3D","protein-coding"
"ENSG00000163584","RPL22L1","protein-coding"
"ENSG00000163959","SLC51A","protein-coding"
"ENSG00000174013","FBXO45","protein-coding"
"ENSG00000185909","KLHDC8B","protein-coding"
"ENSG00000176945","MUC20","protein-coding"
"ENSG00000183185","GABRR3","protein-coding"
"ENSG00000154240","CEP112","protein-coding"
"ENSG00000184544","DHRS7C","protein-coding"
"ENSG00000175106","TVP23C","protein-coding"
"ENSG00000166582","CENPV","protein-coding"
"ENSG00000154803","FLCN","protein-coding"
"ENSG00000179598","PLD6","protein-coding"
"ENSG00000159314","ARHGAP27","protein-coding"
"ENSG00000167100","SAMD14","protein-coding"
"ENSG00000232859","LYRM9","protein-coding"
"ENSG00000174327","SLC16A13","protein-coding"
"ENSG00000184560","SPEM2","protein-coding"
"ENSG00000169689","CENPX","protein-coding"
"ENSG00000169683","LRRC45","protein-coding"
"ENSG00000133195","SLC39A11","protein-coding"
"ENSG00000214174","AMZ2P1","pseudo"
"ENSG00000141569","TRIM65","protein-coding"
"ENSG00000092929","UNC13D","protein-coding"
"ENSG00000278023","RDM1","protein-coding"
"ENSG00000182557","SPNS3","protein-coding"
"ENSG00000141665","FBXO15","protein-coding"
"ENSG00000206418","RAB12","protein-coding"
"ENSG00000263724","DLGAP1-AS3","ncRNA"
"ENSG00000184828","ZBTB7C","protein-coding"
"ENSG00000171574","ZNF584","protein-coding"
"ENSG00000180532","ZSCAN4","protein-coding"
"ENSG00000206527","HACD2","protein-coding"
"ENSG00000163527","STT3B","protein-coding"
"ENSG00000243083","LINC00870","ncRNA"
"ENSG00000174844","DNAH12","protein-coding"
"ENSG00000174840","PDE12","protein-coding"
"ENSG00000174839","DENND6A","protein-coding"
"ENSG00000181847","TIGIT","protein-coding"
"ENSG00000240602","AADACP1","pseudo"
"ENSG00000205208","C4orf46","protein-coding"
"ENSG00000145248","SLC10A4","protein-coding"
"ENSG00000169989","TIGD4","protein-coding"
"ENSG00000170006","TMEM154","protein-coding"
"ENSG00000248360","LINC00504","ncRNA"
"ENSG00000163683","SMIM14","protein-coding"
"ENSG00000170088","TMEM192","protein-coding"
"ENSG00000182552","RWDD4","protein-coding"
"ENSG00000164306","PRIMPOL","protein-coding"
"ENSG00000169762","TAPT1","protein-coding"
"ENSG00000263327","TAPT1-AS1","ncRNA"
"ENSG00000170469","SPATA24","protein-coding"
"ENSG00000170464","DNAJC18","protein-coding"
"ENSG00000182230","FAM153B","protein-coding"
"ENSG00000164188","RANBP3L","protein-coding"
"ENSG00000183323","CCDC125","protein-coding"
"ENSG00000236882","LINC01554","ncRNA"
"ENSG00000175857","GAPT","protein-coding"
"ENSG00000164309","CMYA5","protein-coding"
"ENSG00000169302","STK32A","protein-coding"
"ENSG00000243775","OSTCP1","pseudo"
"ENSG00000146221","TCTE1","protein-coding"
"ENSG00000112232","KHDRBS2","protein-coding"
"ENSG00000248167","TRIM39-RPP21","protein-coding"
"ENSG00000273344","PAXIP1-AS1","ncRNA"
"ENSG00000170279","C7orf33","protein-coding"
"ENSG00000164855","TMEM184A","protein-coding"
"ENSG00000173137","ADCK5","protein-coding"
"ENSG00000171045","TSNARE1","protein-coding"
"ENSG00000196230","TUBB","protein-coding"
"ENSG00000104679","R3HCC1","protein-coding"
"ENSG00000184647","PRSS55","protein-coding"
"ENSG00000171060","C8orf74","protein-coding"
"ENSG00000169495","HTRA4","protein-coding"
"ENSG00000197140","ADAM32","protein-coding"
"ENSG00000177459","ERICH5","protein-coding"
"ENSG00000168481","LGI3","protein-coding"
"ENSG00000157693","TMEM268","protein-coding"
"ENSG00000147894","C9orf72","protein-coding"
"ENSG00000164989","CCDC171","protein-coding"
"ENSG00000171169","NAIF1","protein-coding"
"ENSG00000164970","FAM219A","protein-coding"
"ENSG00000159884","CCDC107","protein-coding"
"ENSG00000165138","ANKS6","protein-coding"
"ENSG00000157303","SUSD3","protein-coding"
"ENSG00000204019","CT83","protein-coding"
"ENSG00000077713","SLC25A43","protein-coding"
"ENSG00000179300","RTL3","protein-coding"
"ENSG00000123572","NRK","protein-coding"
"ENSG00000165359","INTS6L","protein-coding"
"ENSG00000173275","ZNF449","protein-coding"
"ENSG00000160131","VMA21","protein-coding"
"ENSG00000179363","TMEM31","protein-coding"
"ENSG00000234068","PAGE2","protein-coding"
"ENSG00000129873","CDY2B","protein-coding"
"ENSG00000171714","ANO5","protein-coding"
"ENSG00000241749","RPSAP52","pseudo"
"ENSG00000154227","CERS3","protein-coding"
"ENSG00000169340","PDILT","protein-coding"
"ENSG00000179873","NLRP11","protein-coding"
"ENSG00000163349","HIPK1","protein-coding"
"ENSG00000137968","SLC44A5","protein-coding"
"ENSG00000178171","AMER3","protein-coding"
"ENSG00000175701","MTLN","protein-coding"
"ENSG00000178074","C2orf69","protein-coding"
"ENSG00000181744","DIPK2A","protein-coding"
"ENSG00000119231","SENP5","protein-coding"
"ENSG00000176542","USF3","protein-coding"
"ENSG00000179046","TRIML2","protein-coding"
"ENSG00000172901","LVRN","protein-coding"
"ENSG00000123643","SLC36A1","protein-coding"
"ENSG00000203872","C6orf163","protein-coding"
"ENSG00000169084","DHRSX","protein-coding"
"ENSG00000225383","SFTA1P","pseudo"
"ENSG00000186163","TRY2P","pseudo"
"ENSG00000177409","SAMD9L","protein-coding"
"ENSG00000165566","AMER2","protein-coding"
"ENSG00000215915","ATAD3C","protein-coding"
"ENSG00000152484","USP12","protein-coding"
"ENSG00000189129","PLAC9","protein-coding"
"ENSG00000122033","MTIF3","protein-coding"
"ENSG00000169840","GSX1","protein-coding"
"ENSG00000172199","OR8U1","protein-coding"
"ENSG00000279514","OR4C16","protein-coding"
"ENSG00000172188","OR4C11","protein-coding"
"ENSG00000174982","OR4S2","protein-coding"
"ENSG00000181903","OR4C6","protein-coding"
"ENSG00000186113","OR5D14","protein-coding"
"ENSG00000279395","OR5L1","protein-coding"
"ENSG00000186119","OR5D18","protein-coding"
"ENSG00000181785","OR5AS1","protein-coding"
"ENSG00000181752","OR8K5","protein-coding"
"ENSG00000181718","OR5T2","protein-coding"
"ENSG00000181693","OR8H1","protein-coding"
"ENSG00000280314","OR8K3","protein-coding"
"ENSG00000172487","OR8J1","protein-coding"
"ENSG00000279961","OR5R1","protein-coding"
"ENSG00000174937","OR5M3","protein-coding"
"ENSG00000181371","OR5M8","protein-coding"
"ENSG00000255223","OR5M11","protein-coding"
"ENSG00000172459","OR5AR1","protein-coding"
"ENSG00000283307","OR5AK4P","pseudo"
"ENSG00000183908","LRRC55","protein-coding"
"ENSG00000214872","SMTNL1","protein-coding"
"ENSG00000166793","YPEL4","protein-coding"
"ENSG00000156603","MED19","protein-coding"
"ENSG00000164645","TEX47","protein-coding"
"ENSG00000182348","ZNF804B","protein-coding"
"ENSG00000183346","CABCOCO1","protein-coding"
"ENSG00000196932","TMEM26","protein-coding"
"ENSG00000165424","ZCCHC24","protein-coding"
"ENSG00000151023","ENKUR","protein-coding"
"ENSG00000165309","ARMC3","protein-coding"
"ENSG00000107731","UNC5B","protein-coding"
"ENSG00000225778","PROSER2-AS1","ncRNA"
"ENSG00000165730","STOX1","protein-coding"
"ENSG00000171224","FAM241B","protein-coding"
"ENSG00000156521","TYSND1","protein-coding"
"ENSG00000175395","ZNF25","protein-coding"
"ENSG00000177291","GJD4","protein-coding"
"ENSG00000108100","CCNY","protein-coding"
"ENSG00000182010","RTKN2","protein-coding"
"ENSG00000166220","TBATA","protein-coding"
"ENSG00000174370","C11orf45","protein-coding"
"ENSG00000198331","HYLS1","protein-coding"
"ENSG00000150433","TMEM218","protein-coding"
"ENSG00000134955","SLC37A2","protein-coding"
"ENSG00000170953","OR8B12","protein-coding"
"ENSG00000255298","OR8G5","protein-coding"
"ENSG00000234560","OR10G8","protein-coding"
"ENSG00000236981","OR10G9","protein-coding"
"ENSG00000196248","OR10S1","protein-coding"
"ENSG00000181499","OR6T1","protein-coding"
"ENSG00000171014","OR4D5","protein-coding"
"ENSG00000154114","TBCEL","protein-coding"
"ENSG00000181264","TLCD5","protein-coding"
"ENSG00000197345","MRPL21","protein-coding"
"ENSG00000162341","TPCN2","protein-coding"
"ENSG00000166118","SPATA19","protein-coding"
"ENSG00000279051","OR6Q1","protein-coding"
"ENSG00000172377","OR9I1","protein-coding"
"ENSG00000186509","OR9Q1","protein-coding"
"ENSG00000186513","OR9Q2","protein-coding"
"ENSG00000197887","OR1S2","protein-coding"
"ENSG00000280204","OR1S1","protein-coding"
"ENSG00000180475","OR10Q1","protein-coding"
"ENSG00000197786","OR5B17","protein-coding"
"ENSG00000198283","OR5B21","protein-coding"
"ENSG00000156689","GLYATL2","protein-coding"
"ENSG00000197629","MPEG1","protein-coding"
"ENSG00000172324","OR5A2","protein-coding"
"ENSG00000172320","OR5A1","protein-coding"
"ENSG00000166884","OR4D6","protein-coding"
"ENSG00000176200","OR4D11","protein-coding"
"ENSG00000166889","PATL1","protein-coding"
"ENSG00000149507","OOSP2","protein-coding"
"ENSG00000166961","MS4A15","protein-coding"
"ENSG00000167992","VWCE","protein-coding"
"ENSG00000162144","CYB561A3","protein-coding"
"ENSG00000162148","PPP1R32","protein-coding"
"ENSG00000178795","GDPD4","protein-coding"
"ENSG00000165490","DDIAS","protein-coding"
"ENSG00000150676","CCDC83","protein-coding"
"ENSG00000149716","LTO1","protein-coding"
"ENSG00000171671","SHANK2-AS3","ncRNA"
"ENSG00000184154","LRTOMT","protein-coding"
"ENSG00000165837","ERICH6B","protein-coding"
"ENSG00000174015","CBY2","protein-coding"
"ENSG00000186047","DLEU7","protein-coding"
"ENSG00000150510","FAM124A","protein-coding"
"ENSG00000154839","SKA1","protein-coding"
"ENSG00000172361","CFAP53","protein-coding"
"ENSG00000206052","DOK6","protein-coding"
"ENSG00000179774","ATOH7","protein-coding"
"ENSG00000165312","OTUD1","protein-coding"
"ENSG00000165478","HEPACAM","protein-coding"
"ENSG00000184232","OAF","protein-coding"
"ENSG00000173825","TIGD3","protein-coding"
"ENSG00000182103","FAM181B","protein-coding"
"ENSG00000179071","CCDC89","protein-coding"
"ENSG00000173988","LRRC63","protein-coding"
"ENSG00000181358","CTAGE10P","pseudo"
"ENSG00000176641","RNF152","protein-coding"
"ENSG00000233327","USP32P2","pseudo"
"ENSG00000214135","LOC220729","pseudo"
"ENSG00000241735","FABP5P3","pseudo"
"ENSG00000147996","CBWD5","protein-coding"
"ENSG00000183621","ZNF438","protein-coding"
"ENSG00000237036","ZEB1-AS1","ncRNA"
"ENSG00000165449","SLC16A9","protein-coding"
"ENSG00000148541","FAM13C","protein-coding"
"ENSG00000165406","MARCHF8","protein-coding"
"ENSG00000165511","ZNF22-AS1","ncRNA"
"ENSG00000224812","TMEM72-AS1","ncRNA"
"ENSG00000170144","HNRNPA3","protein-coding"
"ENSG00000198298","ZNF485","protein-coding"
"ENSG00000198915","RASGEF1A","protein-coding"
"ENSG00000165476","REEP3","protein-coding"
"ENSG00000171988","JMJD1C","protein-coding"
"ENSG00000165623","UCMA","protein-coding"
"ENSG00000176236","RPP38-DT","ncRNA"
"ENSG00000148468","FAM171A1","protein-coding"
"ENSG00000148482","SLC39A12","protein-coding"
"ENSG00000241058","NSUN6","protein-coding"
"ENSG00000165997","ARL5B","protein-coding"
"ENSG00000177363","LRRN4CL","protein-coding"
"ENSG00000214753","HNRNPUL2","protein-coding"
"ENSG00000166199","ALKBH3","protein-coding"
"ENSG00000254654","LINC02685","ncRNA"
"ENSG00000150456","EEF1AKMT1","protein-coding"
"ENSG00000165480","SKA3","protein-coding"
"ENSG00000165487","MICU2","protein-coding"
"ENSG00000182957","SPATA13","protein-coding"
"ENSG00000228741","SPATA13","protein-coding"
"ENSG00000273167","SPATA13","protein-coding"
"ENSG00000140848","CPNE2","protein-coding"
"ENSG00000159618","ADGRG5","protein-coding"
"ENSG00000103023","PRSS54","protein-coding"
"ENSG00000159398","CES5A","protein-coding"
"ENSG00000179676","LINC00305","ncRNA"
"ENSG00000203799","CCDC162P","pseudo"
"ENSG00000155085","AK9","protein-coding"
"ENSG00000178425","NT5DC1","protein-coding"
"ENSG00000164451","CALHM4","protein-coding"
"ENSG00000153975","ZUP1","protein-coding"
"ENSG00000183807","FAM162B","protein-coding"
"ENSG00000146350","TBC1D32","protein-coding"
"ENSG00000151917","BEND6","protein-coding"
"ENSG00000182793","GSTA5","protein-coding"
"ENSG00000124818","OPN5","protein-coding"
"ENSG00000153294","ADGRF4","protein-coding"
"ENSG00000069122","ADGRF5","protein-coding"
"ENSG00000180113","TDRD6","protein-coding"
"ENSG00000249481","SPATS1","protein-coding"
"ENSG00000181577","C6orf223","ncRNA"
"ENSG00000172426","RSPH9","protein-coding"
"ENSG00000204052","LRRC73","protein-coding"
"ENSG00000161912","ADCY10P1","pseudo"
"ENSG00000124596","OARD1","protein-coding"
"ENSG00000164627","KIF6","protein-coding"
"ENSG00000172738","TMEM217","protein-coding"
"ENSG00000286105","TMEM217","protein-coding"
"ENSG00000146192","FGD2","protein-coding"
"ENSG00000164530","PI16","protein-coding"
"ENSG00000198663","C6orf89","protein-coding"
"ENSG00000157343","ARMC12","protein-coding"
"ENSG00000186577","SMIM29","protein-coding"
"ENSG00000161904","LEMD2","protein-coding"
"ENSG00000213588","ZBTB9","protein-coding"
"ENSG00000204366","ZBTB12","protein-coding"
"ENSG00000204564","C6orf136","protein-coding"
"ENSG00000164508","H2AC1","protein-coding"
"ENSG00000165097","KDM1B","protein-coding"
"ENSG00000112183","RBM24","protein-coding"
"ENSG00000180537","RNF182","protein-coding"
"ENSG00000112137","PHACTR1","protein-coding"
"ENSG00000224531","SMIM13","protein-coding"
"ENSG00000153157","SYCP2L","protein-coding"
"ENSG00000168994","PXDC1","protein-coding"
"ENSG00000197037","ZSCAN25","protein-coding"
"ENSG00000221909","FAM200A","protein-coding"
"ENSG00000146530","VWDE","protein-coding"
"ENSG00000229937","PRPS1L1","protein-coding"
"ENSG00000105849","TWISTNB","protein-coding"
"ENSG00000164651","SP8","protein-coding"
"ENSG00000240990","HOXA11-AS","ncRNA"
"ENSG00000153814","JAZF1","protein-coding"
"ENSG00000160813","PPP1R35","protein-coding"
"ENSG00000213420","GPC2","protein-coding"
"ENSG00000106009","BRAT1","protein-coding"
"ENSG00000146555","SDK1","protein-coding"
"ENSG00000164916","FOXK1","protein-coding"
"ENSG00000136297","MMD2","protein-coding"
